UID,GID,LON,LAT,TIME
1ETA5Ed4gzN81sX3nJyl,2,35.1730201,136.8842365,2016/3/7 10:25
1ETA5Ed4gzN81sX3nJyl,2,35.17302,136.8842378,2016/3/7 10:25
1ETA5Ed4gzN81sX3nJyl,2,35.1730199,136.884238,2016/3/7 10:25
1ETA5Ed4gzN81sX3nJyl,2,35.1730199,136.8842378,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.17302,136.8842388,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.1730202,136.8842404,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.1730203,136.8842424,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.1730202,136.8842417,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.1730204,136.8842437,2016/3/7 10:26
1ETA5Ed4gzN81sX3nJyl,2,35.1730204,136.8842439,2016/3/7 10:27
1ETA5Ed4gzN81sX3nJyl,2,35.1730205,136.8842428,2016/3/7 10:27
1ETA5Ed4gzN81sX3nJyl,2,35.1730207,136.8842424,2016/3/7 10:27
1ETA5Ed4gzN81sX3nJyl,2,35.173021,136.8842446,2016/3/7 10:27
1ETA5Ed4gzN81sX3nJyl,2,35.173021,136.8842465,2016/3/7 10:27
Q7fkyphQdCWkAIfQTZch,3,35.1730135,136.8840391,2016/3/9 7:24
Q7fkyphQdCWkAIfQTZch,3,35.1730229,136.8840453,2016/3/9 7:24
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:25
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:26
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:26
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:26
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:26
Q7fkyphQdCWkAIfQTZch,3,35.1730252,136.8840559,2016/3/9 7:26
gDgzRS60jsFbC8V5oZSi,4,35.1731025,136.8844449,2016/3/9 7:30
gDgzRS60jsFbC8V5oZSi,4,0,0,2016/3/9 7:30
gDgzRS60jsFbC8V5oZSi,4,0,0,2016/3/9 7:30
gDgzRS60jsFbC8V5oZSi,4,35.173034,136.8840305,2016/3/9 7:30
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:30
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:31
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:32
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:33
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:33
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:33
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:33
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:33
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.1730373,136.8840219,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.1730387,136.8840167,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.1730337,136.8840229,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.173036,136.8840167,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.1730348,136.8840308,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.173038,136.8840504,2016/3/9 7:34
gDgzRS60jsFbC8V5oZSi,4,35.1730387,136.884048,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.1730357,136.8840514,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.173036,136.8840588,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.1730382,136.8840562,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.1730383,136.8840544,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.173038,136.8840588,2016/3/9 7:35
gDgzRS60jsFbC8V5oZSi,4,35.173037,136.8840583,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730378,136.884062,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730379,136.8840637,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730367,136.8840633,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:36
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:37
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:38
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:39
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:40
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:41
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:42
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:42
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:42
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:42
gDgzRS60jsFbC8V5oZSi,4,35.1730365,136.8840641,2016/3/9 7:42
a53XeYwYSncIBOGj4B7K,5,35.1730171,136.883986,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730218,136.883994,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730191,136.8840524,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1729668,136.8839734,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730358,136.8841276,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730338,136.8840844,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730492,136.8841358,2016/3/9 10:12
a53XeYwYSncIBOGj4B7K,5,35.1730258,136.8840538,2016/3/9 10:13
a53XeYwYSncIBOGj4B7K,5,35.1730317,136.8840458,2016/3/9 10:13
a53XeYwYSncIBOGj4B7K,5,35.1730387,136.8840843,2016/3/9 10:13
a53XeYwYSncIBOGj4B7K,5,35.1730539,136.8841554,2016/3/9 10:13
a53XeYwYSncIBOGj4B7K,5,35.1730487,136.8840709,2016/3/9 10:13
o11ymBDLexw5oxR2DGxN,7,35.1730522,136.8842206,2016/3/14 4:04
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:04
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:04
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:05
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730724,136.8844223,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:06
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:07
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:07
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:07
o11ymBDLexw5oxR2DGxN,7,35.1730451,136.8843898,2016/3/14 4:07
o11ymBDLexw5oxR2DGxN,7,35.1730261,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:23
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:24
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.173034,136.8842914,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.1730463,136.8844352,2016/3/14 4:25
o11ymBDLexw5oxR2DGxN,7,35.1730406,136.8844223,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730309,136.8844123,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730328,136.884417,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730359,136.8844007,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730416,136.8843902,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730444,136.8843812,2016/3/14 4:26
o11ymBDLexw5oxR2DGxN,7,35.1730469,136.8843803,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.1730491,136.8843894,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.1730498,136.8843942,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.1730493,136.8844005,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.1730478,136.8843938,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.173048,136.8843946,2016/3/14 4:27
o11ymBDLexw5oxR2DGxN,7,35.173049,136.8843928,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730499,136.8843938,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730466,136.8842978,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:28
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:29
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:30
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:31
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:32
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:33
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:34
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:35
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:36
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:37
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:38
o11ymBDLexw5oxR2DGxN,7,35.1730608,136.8845351,2016/3/14 4:38
